
Date / Time: Fri Mar 31 01:54:59 2017

   ****************************************
   * PSO Neural Net (Gaussian Activation) *
   *       by William Boler, BSCE         *
   *     Research Assistant, IUPUI        *
   *                                      *
   *  Professor: Dr. Lauren Christopher   *
   *     Created: March 13, 2017          *
   ****************************************


Inputs: 10
Inner Nets: 1
 - 9
Tests per train(min): 100
Particles: 50
Neighbors: 10
Minimum Particle Iterations: 1000
Particle (0):: Fit: 110.444	PB: 110.444	LB: 110.444	GB: 110.444	Conf: 1.55115	Pts: 110099
Particle (17):: Fit: 0.00952829	PB: 0.00952829	LB: 127.906	GB: 127.906	Conf: 1.98914	Pts: 60099
Particle (18):: Fit: 0.010353	PB: 0.010353	LB: 115.719	GB: 127.906	Conf: 1.97327	Pts: 65099
Particle (19):: Fit: 1241.31	PB: 1241.31	LB: 1241.31	GB: 1241.31	Conf: 1.75885	Pts: 110099
Particle (20):: Fit: 0.00904619	PB: 0.00904619	LB: 1241.31	GB: 1241.31	Conf: 1.70181	Pts: 55099
Particle (21):: Fit: 1227.01	PB: 1227.01	LB: 1241.31	GB: 1241.31	Conf: 1.87779	Pts: 60099
Particle (22):: Fit: 0.00993896	PB: 0.00993896	LB: 1241.31	GB: 1241.31	Conf: 1.5853	Pts: 55099
Particle (23):: Fit: 0.0103336	PB: 0.0103336	LB: 1241.31	GB: 1241.31	Conf: 1.97824	Pts: 60099
Particle (24):: Fit: 0.0105571	PB: 0.0105571	LB: 1227.01	GB: 1241.31	Conf: 1.93083	Pts: 65099
Particle (25):: Fit: 121.813	PB: 121.813	LB: 1227.01	GB: 1241.31	Conf: 2	Pts: 70099
Particle (26):: Fit: 115.719	PB: 115.719	LB: 121.813	GB: 1241.31	Conf: 2	Pts: 55099
Particle (27):: Fit: 0.00974217	PB: 0.00974217	LB: 121.813	GB: 1241.31	Conf: 1.9878	Pts: 55099
Particle (28):: Fit: 125.987	PB: 125.987	LB: 125.987	GB: 1241.31	Conf: 0.775716	Pts: 85099
Particle (29):: Fit: 0.00953642	PB: 0.00953642	LB: 125.987	GB: 1241.31	Conf: 1.66259	Pts: 55099
Particle (30):: Fit: 0.00994572	PB: 0.00994572	LB: 125.987	GB: 1241.31	Conf: 2	Pts: 60099
Particle (31):: Fit: 0.0105606	PB: 0.0105606	LB: 125.987	GB: 1241.31	Conf: 1.83045	Pts: 65099
Particle (32):: Fit: 109.623	PB: 109.623	LB: 125.987	GB: 1241.31	Conf: 2	Pts: 70099
Particle (33):: Fit: 0.00994575	PB: 0.00994575	LB: 109.623	GB: 1241.31	Conf: 1.98121	Pts: 55099
Particle (34):: Fit: 0.00933549	PB: 0.00933549	LB: 109.623	GB: 1241.31	Conf: 2	Pts: 55099
Particle (35):: Fit: 107.514	PB: 107.514	LB: 109.623	GB: 1241.31	Conf: 1.51999	Pts: 65099
Particle (36):: Fit: 0.00970222	PB: 0.00970222	LB: 109.623	GB: 1241.31	Conf: 0.913576	Pts: 55099
Particle (37):: Fit: 117.751	PB: 117.751	LB: 117.751	GB: 1241.31	Conf: 2	Pts: 95099
Particle (38):: Fit: 115.719	PB: 115.719	LB: 117.751	GB: 1241.31	Conf: 2	Pts: 55099
Particle (39):: Fit: 0.00906903	PB: 0.00906903	LB: 117.751	GB: 1241.31	Conf: 1.68351	Pts: 55099
Particle (40):: Fit: 109.623	PB: 109.623	LB: 117.751	GB: 1241.31	Conf: 2	Pts: 60099
Particle (41):: Fit: 115.789	PB: 115.789	LB: 117.751	GB: 1241.31	Conf: 0.804607	Pts: 70099
Particle (42):: Fit: 0.000974602	PB: 0.000974602	LB: 115.789	GB: 1241.31	Conf: 0.0193096	Pts: 50099
Particle (43):: Fit: 121.654	PB: 121.654	LB: 121.654	GB: 1241.31	Conf: 1.8349	Pts: 100099
Particle (44):: Fit: 0.00994572	PB: 0.00994572	LB: 121.654	GB: 1241.31	Conf: 2	Pts: 50099
Particle (45):: Fit: 10.7614	PB: 10.7614	LB: 121.654	GB: 1241.31	Conf: 1.80851	Pts: 50099
Particle (46):: Fit: 105.448	PB: 105.448	LB: 121.654	GB: 1241.31	Conf: 0.682888	Pts: 50099
Particle (47):: Fit: 0.00994572	PB: 0.00994572	LB: 121.654	GB: 1241.31	Conf: 2	Pts: 50099
Particle (48):: Fit: 111.687	PB: 111.687	LB: 113.687	GB: 1241.31	Conf: 1.84209	Pts: 50099
Particle (49):: Fit: 0.0105258	PB: 0.0105258	LB: 121.817	GB: 1241.31	Conf: 1.62736	Pts: 50099
Global: 1241.31 - Correct: 48% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.706
  -- 1 : 2 = 0.8998
  -- 1 : 3 = 0.1216
  -- 1 : 4 = 0.8557
  -- 1 : 5 = 0.6648
  -- 1 : 6 = 0.106
  -- 1 : 7 = 0.4922
  -- 1 : 8 = 0.3253
  -- 1 : 9 = 0.7406
  -- 2 : 1 = 0.8455
  -- 2 : 2 = 0.1726
  -- 2 : 3 = 0.7589
  -- 2 : 4 = 0.3948
  -- 2 : 5 = 0.2642
  -- 2 : 6 = 0.7123
  -- 2 : 7 = 0.0148
  -- 2 : 8 = 0.6158
  -- 2 : 9 = 0.5594
  -- 3 : 1 = 0.9895
  -- 3 : 2 = 0.347
  -- 3 : 3 = 0.9553
  -- 3 : 4 = 0.0689
  -- 3 : 5 = 0.1628
  -- 3 : 6 = 0.5114
  -- 3 : 7 = 0.1327
  -- 3 : 8 = 0.5247
  -- 3 : 9 = 0.0176
  -- 4 : 1 = 0.9228
  -- 4 : 2 = 0.014
  -- 4 : 3 = 0.5746
  -- 4 : 4 = 0.0962
  -- 4 : 5 = 0.166
  -- 4 : 6 = 0.9569
  -- 4 : 7 = 0.7864
  -- 4 : 8 = 0.5953
  -- 4 : 9 = 0.0503
  -- 5 : 1 = 0.5878
  -- 5 : 2 = 0.4346
  -- 5 : 3 = 0.4231
  -- 5 : 4 = 0.4035
  -- 5 : 5 = 0.0661
  -- 5 : 6 = 0.7324
  -- 5 : 7 = 0.1654
  -- 5 : 8 = 0.8585
  -- 5 : 9 = 0.9612
  -- 6 : 1 = 0.0562
  -- 6 : 2 = 0.2018
  -- 6 : 3 = 0.4238
  -- 6 : 4 = 0.7379
  -- 6 : 5 = 0.2837
  -- 6 : 6 = 0.1503
  -- 6 : 7 = 0.8178
  -- 6 : 8 = 0.6975
  -- 6 : 9 = 0.4421
  -- 7 : 1 = 0.006
  -- 7 : 2 = 0.3742
  -- 7 : 3 = 0.3703
  -- 7 : 4 = 0.0481
  -- 7 : 5 = 0.8129
  -- 7 : 6 = 0.1399
  -- 7 : 7 = 0.2069
  -- 7 : 8 = 0.9958
  -- 7 : 9 = 0.6181
  -- 8 : 1 = 0.3784
  -- 8 : 2 = 0.4575
  -- 8 : 3 = 0.3925
  -- 8 : 4 = 0.2274
  -- 8 : 5 = 0.0959
  -- 8 : 6 = 0.4695
  -- 8 : 7 = 0.4584
  -- 8 : 8 = 0.3853
  -- 8 : 9 = 0.359
  -- 9 : 1 = 0.3999
  -- 9 : 2 = 0.0757
  -- 9 : 3 = 0.2993
  -- 9 : 4 = 0.6821
  -- 9 : 5 = 0.9761
  -- 9 : 6 = 0.6403
  -- 9 : 7 = 0.1787
  -- 9 : 8 = 0.5462
  -- 9 : 9 = 0.9598
  -- 10 : 1 = 0.5869
  -- 10 : 2 = 0.662
  -- 10 : 3 = 0.8649
  -- 10 : 4 = 0.9941
  -- 10 : 5 = 0.687
  -- 10 : 6 = 0.8458
  -- 10 : 7 = 0.3514
  -- 10 : 8 = 0.783
  -- 10 : 9 = 0.214
  Inner Net 2
  -- 1 : 1 = -0.0912
  -- 1 : 2 = 0.0119
  -- 2 : 1 = -0.0355867
  -- 2 : 2 = 0.2359
  -- 3 : 1 = 0.590393
  -- 3 : 2 = -0.180719
  -- 4 : 1 = 0.232991
  -- 4 : 2 = 0.1916
  -- 5 : 1 = -0.03
  -- 5 : 2 = 0.1255
  -- 6 : 1 = -0.3765
  -- 6 : 2 = 0.0557
  -- 7 : 1 = -0.2676
  -- 7 : 2 = 0.3965
  -- 8 : 1 = -0.1155
  -- 8 : 2 = -0.127669
  -- 9 : 1 = 0.2798
  -- 9 : 2 = -0.0605903
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (3):: Fit: 111.57	PB: 111.57	LB: 121.817	GB: 1241.31	Conf: 1.98411	Pts: 60198
Particle (5):: Fit: 123.908	PB: 123.908	LB: 123.908	GB: 1241.31	Conf: 0.990168	Pts: 95198
Particle (6):: Fit: 117.751	PB: 117.751	LB: 123.908	GB: 1241.31	Conf: 2	Pts: 60198
Particle (7):: Fit: 125.875	PB: 125.875	LB: 125.875	GB: 1241.31	Conf: 2	Pts: 85198
Particle (10):: Fit: 10.7593	PB: 10.7593	LB: 127.906	GB: 1241.31	Conf: 1.96499	Pts: 55198
Particle (14):: Fit: 123.803	PB: 123.803	LB: 1241.31	GB: 1241.31	Conf: 1.86684	Pts: 55198
Particle (16):: Fit: 0.0103524	PB: 0.0103524	LB: 1241.31	GB: 1241.31	Conf: 2	Pts: 55198
Particle (18):: Fit: 115.719	PB: 115.719	LB: 1241.31	GB: 1241.31	Conf: 2	Pts: 65198
Particle (20):: Fit: 0.00910253	PB: 0.00910253	LB: 1241.31	GB: 1241.31	Conf: 1.75836	Pts: 55198
Particle (27):: Fit: 115.637	PB: 115.637	LB: 125.987	GB: 1241.31	Conf: 1.98652	Pts: 55198
Particle (29):: Fit: 111.673	PB: 111.673	LB: 125.987	GB: 1241.31	Conf: 1.66875	Pts: 55198
Particle (32):: Fit: 115.719	PB: 115.719	LB: 125.987	GB: 1241.31	Conf: 2	Pts: 70198
Particle (33):: Fit: 113.687	PB: 113.687	LB: 117.751	GB: 1241.31	Conf: 2	Pts: 55198
Particle (34):: Fit: 111.655	PB: 111.655	LB: 117.751	GB: 1241.31	Conf: 2	Pts: 55198
Particle (38):: Fit: 125.875	PB: 125.875	LB: 125.875	GB: 1241.31	Conf: 2	Pts: 105198
Particle (39):: Fit: 1238.99	PB: 1238.99	LB: 1238.99	GB: 1241.31	Conf: 1.67659	Pts: 105198
Particle (42):: Fit: 121.832	PB: 121.832	LB: 1238.99	GB: 1241.31	Conf: 0.0425732	Pts: 65197
Particle (44):: Fit: 0.0103524	PB: 0.0103524	LB: 121.832	GB: 1241.31	Conf: 2	Pts: 50198
Particle (45):: Fit: 115.758	PB: 115.758	LB: 121.832	GB: 1241.31	Conf: 1.72169	Pts: 55198
Particle (47):: Fit: 113.687	PB: 113.687	LB: 121.654	GB: 1241.31	Conf: 2	Pts: 50198
Particle (49):: Fit: 109.643	PB: 109.643	LB: 121.817	GB: 1241.31	Conf: 1.73537	Pts: 50198
Particle (0):: Fit: 1250.63	PB: 1250.63	LB: 1250.63	GB: 1250.63	Conf: 1.29501	Pts: 170197
Particle (1):: Fit: 117.751	PB: 117.751	LB: 1250.63	GB: 1250.63	Conf: 2	Pts: 110197
Particle (2):: Fit: 119.848	PB: 119.848	LB: 1250.63	GB: 1250.63	Conf: 0.195398	Pts: 55197
Particle (3):: Fit: 117.672	PB: 117.672	LB: 1250.63	GB: 1250.63	Conf: 1.9836	Pts: 60297
Particle (12):: Fit: 117.751	PB: 117.751	LB: 127.906	GB: 1250.63	Conf: 2	Pts: 55197
Particle (15):: Fit: 119.782	PB: 119.782	LB: 1241.31	GB: 1250.63	Conf: 2	Pts: 60197
Particle (16):: Fit: 0.0105557	PB: 0.0105557	LB: 1241.31	GB: 1250.63	Conf: 2	Pts: 55297
Particle (17):: Fit: 117.751	PB: 117.751	LB: 1241.31	GB: 1250.63	Conf: 2	Pts: 60197
Particle (20):: Fit: 0.0103444	PB: 0.0103444	LB: 1241.31	GB: 1250.63	Conf: 1.80041	Pts: 55297
Particle (22):: Fit: 0.105271	PB: 0.105271	LB: 1241.31	GB: 1250.63	Conf: 1.67764	Pts: 55197
Particle (27):: Fit: 125.876	PB: 125.876	LB: 125.987	GB: 1250.63	Conf: 1.9791	Pts: 55297
Particle (30):: Fit: 0.0105557	PB: 0.0105557	LB: 125.987	GB: 1250.63	Conf: 2	Pts: 60197
Particle (32):: Fit: 119.782	PB: 119.782	LB: 125.987	GB: 1250.63	Conf: 2	Pts: 70297
Particle (35):: Fit: 121.818	PB: 121.818	LB: 1238.99	GB: 1250.63	Conf: 1.70331	Pts: 65197
Particle (36):: Fit: 0.0910969	PB: 0.0910969	LB: 1238.99	GB: 1250.63	Conf: 1.47062	Pts: 55197
Global: 1250.63 - Correct: 49% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.2511
  -- 1 : 2 = 0.1113
  -- 1 : 3 = 0.1709
  -- 1 : 4 = 0.9668
  -- 1 : 5 = 0.0517
  -- 1 : 6 = 0.9347
  -- 1 : 7 = 0.0777
  -- 1 : 8 = 0.8051
  -- 1 : 9 = 0.087
  -- 2 : 1 = 0.6441
  -- 2 : 2 = 0.2492
  -- 2 : 3 = 0.387
  -- 2 : 4 = 0.0034
  -- 2 : 5 = 0.7131
  -- 2 : 6 = 0.9858
  -- 2 : 7 = 0.625
  -- 2 : 8 = 0.8797
  -- 2 : 9 = 0.9437
  -- 3 : 1 = 0.3153
  -- 3 : 2 = 0.1117
  -- 3 : 3 = 0.9477
  -- 3 : 4 = 0.527
  -- 3 : 5 = 0.5814
  -- 3 : 6 = 0.0882
  -- 3 : 7 = 0.0741
  -- 3 : 8 = 0.9619
  -- 3 : 9 = 0.0116
  -- 4 : 1 = 0.5505
  -- 4 : 2 = 0.8121
  -- 4 : 3 = 0.7569
  -- 4 : 4 = 0.8938
  -- 4 : 5 = 0.5759
  -- 4 : 6 = 0.3795
  -- 4 : 7 = 0.1196
  -- 4 : 8 = 0.9829
  -- 4 : 9 = 0.4946
  -- 5 : 1 = 0.1118
  -- 5 : 2 = 0.3457
  -- 5 : 3 = 0.2918
  -- 5 : 4 = 0.0072
  -- 5 : 5 = 0.5776
  -- 5 : 6 = 0.0523
  -- 5 : 7 = 0.8085
  -- 5 : 8 = 0.3625
  -- 5 : 9 = 0.2277
  -- 6 : 1 = 0.8556
  -- 6 : 2 = 0.2486
  -- 6 : 3 = 0.5897
  -- 6 : 4 = 0.1641
  -- 6 : 5 = 0.7033
  -- 6 : 6 = 0.2155
  -- 6 : 7 = 0.0707
  -- 6 : 8 = 0.0102
  -- 6 : 9 = 0.1052
  -- 7 : 1 = 0.0474
  -- 7 : 2 = 0.8722
  -- 7 : 3 = 0.4672
  -- 7 : 4 = 0.3348
  -- 7 : 5 = 0
  -- 7 : 6 = 0.2065
  -- 7 : 7 = 0.5373
  -- 7 : 8 = 0.0463
  -- 7 : 9 = 0.9814
  -- 8 : 1 = 0.1446
  -- 8 : 2 = 0.3849
  -- 8 : 3 = 0.6091
  -- 8 : 4 = 0.6132
  -- 8 : 5 = 0.3338
  -- 8 : 6 = 0.3224
  -- 8 : 7 = 0.497
  -- 8 : 8 = 0.1555
  -- 8 : 9 = 0.0333
  -- 9 : 1 = 0.1085
  -- 9 : 2 = 0.3572
  -- 9 : 3 = 0.0711
  -- 9 : 4 = 0.6455
  -- 9 : 5 = 0.9995
  -- 9 : 6 = 0.1137
  -- 9 : 7 = 0.3357
  -- 9 : 8 = 0.613
  -- 9 : 9 = 0.1706
  -- 10 : 1 = 0.8183
  -- 10 : 2 = 0.9136
  -- 10 : 3 = 0.2582
  -- 10 : 4 = 0.3501
  -- 10 : 5 = 0.7296
  -- 10 : 6 = 0.6322
  -- 10 : 7 = 0.2053
  -- 10 : 8 = 0.7729
  -- 10 : 9 = 0.2272
  Inner Net 2
  -- 1 : 1 = -0.344284
  -- 1 : 2 = 0.3537
  -- 2 : 1 = 0.4768
  -- 2 : 2 = 0.259538
  -- 3 : 1 = -0.2239
  -- 3 : 2 = 0.157451
  -- 4 : 1 = 0.2607
  -- 4 : 2 = -0.215329
  -- 5 : 1 = -0.356809
  -- 5 : 2 = 0.0659718
  -- 6 : 1 = -0.0731
  -- 6 : 2 = -0.123391
  -- 7 : 1 = -0.0359508
  -- 7 : 2 = 0.0241125
  -- 8 : 1 = 0.0898973
  -- 8 : 2 = -0.171153
  -- 9 : 1 = -0.180248
  -- 9 : 2 = -0.306909
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (15):: Fit: 121.813	PB: 121.813	LB: 1241.31	GB: 1250.63	Conf: 2	Pts: 60296
Particle (16):: Fit: 129.936	PB: 129.936	LB: 1241.31	GB: 1250.63	Conf: 2	Pts: 70396
Particle (24):: Fit: 111.672	PB: 111.672	LB: 1227.01	GB: 1250.63	Conf: 1.91193	Pts: 65196
Particle (27):: Fit: 1228.15	PB: 1228.15	LB: 1228.15	GB: 1250.63	Conf: 1.9303	Pts: 95396
Particle (31):: Fit: 10.7631	PB: 10.7631	LB: 1228.15	GB: 1250.63	Conf: 1.80038	Pts: 65196
Particle (40):: Fit: 117.751	PB: 117.751	LB: 1238.99	GB: 1250.63	Conf: 2	Pts: 60196
Particle (44):: Fit: 117.751	PB: 117.751	LB: 121.832	GB: 1250.63	Conf: 2	Pts: 50296
Particle (46):: Fit: 1393.1	PB: 1393.1	LB: 1393.1	GB: 1393.1	Conf: 0.656284	Pts: 110195
Particle (49):: Fit: 117.77	PB: 117.77	LB: 1393.1	GB: 1393.1	Conf: 1.74104	Pts: 50296
Global: 1393.1 - Correct: 66% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.1831
  -- 1 : 2 = 0.5523
  -- 1 : 3 = 0.0517
  -- 1 : 4 = 0.8781
  -- 1 : 5 = 0.2874
  -- 1 : 6 = 0.1512
  -- 1 : 7 = 0.7147
  -- 1 : 8 = 0.5231
  -- 1 : 9 = 0.9035
  -- 2 : 1 = 0.5233
  -- 2 : 2 = 0.0572
  -- 2 : 3 = 0.2851
  -- 2 : 4 = 0.6597
  -- 2 : 5 = 0.2956
  -- 2 : 6 = 0.3907
  -- 2 : 7 = 0.1053
  -- 2 : 8 = 0.9601
  -- 2 : 9 = 0.0428
  -- 3 : 1 = 0.1152
  -- 3 : 2 = 0.0648
  -- 3 : 3 = 0.033
  -- 3 : 4 = 0.0437
  -- 3 : 5 = 0.9296
  -- 3 : 6 = 0.1023
  -- 3 : 7 = 0.0863
  -- 3 : 8 = 0.3302
  -- 3 : 9 = 0.1758
  -- 4 : 1 = 0.4528
  -- 4 : 2 = 0.1193
  -- 4 : 3 = 0.8325
  -- 4 : 4 = 0.2394
  -- 4 : 5 = 0.9005
  -- 4 : 6 = 0.0237
  -- 4 : 7 = 0.3329
  -- 4 : 8 = 0.7354
  -- 4 : 9 = 0.3093
  -- 5 : 1 = 0.3364
  -- 5 : 2 = 0.922
  -- 5 : 3 = 0.6782
  -- 5 : 4 = 0.0755
  -- 5 : 5 = 0.5257
  -- 5 : 6 = 0.9671
  -- 5 : 7 = 0.1336
  -- 5 : 8 = 0.3509
  -- 5 : 9 = 0.0499
  -- 6 : 1 = 0.1611
  -- 6 : 2 = 0.7371
  -- 6 : 3 = 0.9135
  -- 6 : 4 = 0.4532
  -- 6 : 5 = 0.5973
  -- 6 : 6 = 0.5604
  -- 6 : 7 = 0.4081
  -- 6 : 8 = 0.3089
  -- 6 : 9 = 0.7354
  -- 7 : 1 = 0.4327
  -- 7 : 2 = 0.5127
  -- 7 : 3 = 0.5347
  -- 7 : 4 = 0.8636
  -- 7 : 5 = 0.9403
  -- 7 : 6 = 0.7535
  -- 7 : 7 = 0.9068
  -- 7 : 8 = 0.0291
  -- 7 : 9 = 0.8536
  -- 8 : 1 = 0.1232
  -- 8 : 2 = 0.1742
  -- 8 : 3 = 0.5967
  -- 8 : 4 = 0.2671
  -- 8 : 5 = 0.9017
  -- 8 : 6 = 0.6601
  -- 8 : 7 = 0.9148
  -- 8 : 8 = 0.6043
  -- 8 : 9 = 0.452
  -- 9 : 1 = 0.0308
  -- 9 : 2 = 0.0807
  -- 9 : 3 = 0.0311
  -- 9 : 4 = 0.2028
  -- 9 : 5 = 0.1182
  -- 9 : 6 = 0.0513
  -- 9 : 7 = 0.7248
  -- 9 : 8 = 0.6077
  -- 9 : 9 = 0.4757
  -- 10 : 1 = 0.5554
  -- 10 : 2 = 0.8637
  -- 10 : 3 = 0.569
  -- 10 : 4 = 0.1079
  -- 10 : 5 = 0.76
  -- 10 : 6 = 0.5068
  -- 10 : 7 = 0.0547
  -- 10 : 8 = 0.3303
  -- 10 : 9 = 0.5295
  Inner Net 2
  -- 1 : 1 = -0.379357
  -- 1 : 2 = 0.156621
  -- 2 : 1 = -0.0549499
  -- 2 : 2 = 0.380772
  -- 3 : 1 = 0.408519
  -- 3 : 2 = 0.338075
  -- 4 : 1 = 0.622258
  -- 4 : 2 = 0.515311
  -- 5 : 1 = -0.0669686
  -- 5 : 2 = -0.136423
  -- 6 : 1 = -0.372614
  -- 6 : 2 = -0.194181
  -- 7 : 1 = 0.105937
  -- 7 : 2 = -0.00627011
  -- 8 : 1 = 0.193835
  -- 8 : 2 = 0.282201
  -- 9 : 1 = -0.358023
  -- 9 : 2 = -0.34912
Out\Act	False		True
False	0.531652	0.310328	0.84198
True	0.0642551	0.0937649	0.15802
	0.595907	0.404093
	Accuracy [ (tp + tn) / testSize ]: 0.625416
	Precision [ tp / (tp + fp) ]:      0.231765
	Sensitivity [ tp / (tp + fn) ]:    0.591592
	Specificity [ tn / (tn + fp) ]:    0.631073
	F-Score [ 2tp / (2tp + fp + fn) ]: 0.333333
Particle (10):: Fit: 121.816	PB: 121.816	LB: 127.906	GB: 1393.1	Conf: 1.98322	Pts: 55295
Particle (20):: Fit: 123.867	PB: 123.867	LB: 1241.31	GB: 1393.1	Conf: 1.55172	Pts: 55395
Particle (22):: Fit: 111.512	PB: 111.512	LB: 1241.31	GB: 1393.1	Conf: 1.64106	Pts: 55295
Particle (23):: Fit: 0.0103979	PB: 0.0103979	LB: 1241.31	GB: 1393.1	Conf: 1.93931	Pts: 60195
Particle (29):: Fit: 1228.42	PB: 1228.42	LB: 1228.42	GB: 1393.1	Conf: 1.30748	Pts: 105295
Particle (30):: Fit: 111.655	PB: 111.655	LB: 1228.42	GB: 1393.1	Conf: 2	Pts: 60295
Particle (40):: Fit: 119.782	PB: 119.782	LB: 1238.99	GB: 1393.1	Conf: 2	Pts: 60295
Particle (45):: Fit: 1112.33	PB: 1112.33	LB: 1393.1	GB: 1393.1	Conf: 1.63317	Pts: 55295
Particle (17):: Fit: 125.875	PB: 125.875	LB: 1241.31	GB: 1393.1	Conf: 2	Pts: 60294
Particle (23):: Fit: 0.0105814	PB: 0.0105814	LB: 1241.31	GB: 1393.1	Conf: 1.94322	Pts: 60294
Particle (34):: Fit: 125.875	PB: 125.875	LB: 1238.99	GB: 1393.1	Conf: 2	Pts: 55294
Particle (36):: Fit: 113.7	PB: 113.7	LB: 1238.99	GB: 1393.1	Conf: 1.03437	Pts: 55294
Particle (37):: Fit: 121.813	PB: 121.813	LB: 1238.99	GB: 1393.1	Conf: 2	Pts: 95194
Particle (39):: Fit: 1241.04	PB: 1241.04	LB: 1241.04	GB: 1393.1	Conf: 1.79659	Pts: 140294
Particle (3):: Fit: 129.936	PB: 129.936	LB: 1250.63	GB: 1393.1	Conf: 2	Pts: 75393
Particle (8):: Fit: 121.827	PB: 121.827	LB: 127.906	GB: 1393.1	Conf: 1.6406	Pts: 60193
Particle (9):: Fit: 119.782	PB: 119.782	LB: 127.906	GB: 1393.1	Conf: 2	Pts: 65193
Particle (18):: Fit: 121.813	PB: 121.813	LB: 1241.31	GB: 1393.1	Conf: 2	Pts: 65293
Particle (0):: Fit: 1291.71	PB: 1291.71	LB: 1393.1	GB: 1393.1	Conf: 1.43583	Pts: 190292
Particle (8):: Fit: 121.866	PB: 121.866	LB: 127.906	GB: 1393.1	Conf: 1.66863	Pts: 60292
Particle (20):: Fit: 1129.13	PB: 1129.13	LB: 1241.31	GB: 1393.1	Conf: 1.49896	Pts: 55492
Particle (22):: Fit: 111.682	PB: 111.682	LB: 1241.31	GB: 1393.1	Conf: 1.60919	Pts: 55392
Particle (23):: Fit: 109.624	PB: 109.624	LB: 1241.31	GB: 1393.1	Conf: 1.9426	Pts: 60392
Particle (29):: Fit: 1359.92	PB: 1359.92	LB: 1359.92	GB: 1393.1	Conf: 1.45151	Pts: 155392
Particle (30):: Fit: 113.687	PB: 113.687	LB: 1359.92	GB: 1393.1	Conf: 2	Pts: 60392
Particle (31):: Fit: 107.5	PB: 107.5	LB: 1359.92	GB: 1393.1	Conf: 1.82445	Pts: 65292
Particle (1):: Fit: 121.813	PB: 121.813	LB: 1291.71	GB: 1393.1	Conf: 2	Pts: 110291
Particle (7):: Fit: 129.936	PB: 129.936	LB: 129.936	GB: 1393.1	Conf: 2	Pts: 100291
