
Date / Time: Fri Mar 31 01:11:11 2017

   ****************************************
   * PSO Neural Net (Gaussian Activation) *
   *       by William Boler, BSCE         *
   *     Research Assistant, IUPUI        *
   *                                      *
   *  Professor: Dr. Lauren Christopher   *
   *     Created: March 13, 2017          *
   ****************************************


Inputs: 10
Inner Nets: 1
 - 9
Tests per train(min): 500
Particles: 50
Neighbors: 10
Minimum Particle Iterations: 1000
Particle (0):: Fit: 105.451	PB: 105.451	LB: 105.451	GB: 105.451	Conf: 0.479758	Pts: 110099
Particle (29):: Fit: 2756.29	PB: 2756.29	LB: 2756.29	GB: 5522.42	Conf: 2	Pts: 100099
Particle (30):: Fit: 5110.28	PB: 5110.28	LB: 5110.28	GB: 5522.42	Conf: 1.92253	Pts: 100099
Particle (31):: Fit: 2754.53	PB: 2754.53	LB: 5110.28	GB: 5522.42	Conf: 1.99109	Pts: 55099
Particle (32):: Fit: 2742.97	PB: 2742.97	LB: 5110.28	GB: 5522.42	Conf: 1.99793	Pts: 55099
Particle (33):: Fit: 2754.42	PB: 2754.42	LB: 5110.28	GB: 5522.42	Conf: 2	Pts: 60099
Particle (34):: Fit: 2299.46	PB: 2299.46	LB: 5110.28	GB: 5522.42	Conf: 1.06519	Pts: 55099
Particle (35):: Fit: 2755.09	PB: 2755.09	LB: 2755.09	GB: 5522.42	Conf: 2	Pts: 75099
Particle (36):: Fit: 2754.03	PB: 2754.03	LB: 2755.09	GB: 5522.42	Conf: 2	Pts: 55099
Particle (37):: Fit: 2751.96	PB: 2751.96	LB: 2755.09	GB: 5522.42	Conf: 2	Pts: 55099
Particle (38):: Fit: 1352.32	PB: 1352.32	LB: 2755.09	GB: 5522.42	Conf: 1.02004	Pts: 55099
Particle (39):: Fit: 2755.47	PB: 2755.47	LB: 2755.47	GB: 5522.42	Conf: 1.99788	Pts: 95099
Particle (40):: Fit: 2755.65	PB: 2755.65	LB: 2755.65	GB: 5522.42	Conf: 2	Pts: 100099
Particle (41):: Fit: 5090.25	PB: 5090.25	LB: 5090.25	GB: 5522.42	Conf: 1.89933	Pts: 100099
Particle (42):: Fit: 4770.94	PB: 4770.94	LB: 5090.25	GB: 5522.42	Conf: 1.65314	Pts: 55099
Particle (43):: Fit: 5369.97	PB: 5369.97	LB: 5369.97	GB: 5522.42	Conf: 1.97369	Pts: 100099
Particle (44):: Fit: 4489.75	PB: 4489.75	LB: 5369.97	GB: 5522.42	Conf: 1.73997	Pts: 55099
Particle (45):: Fit: 2697.21	PB: 2697.21	LB: 5369.97	GB: 5522.42	Conf: 1.98989	Pts: 50099
Particle (46):: Fit: 2755.86	PB: 2755.86	LB: 5369.97	GB: 5522.42	Conf: 1.61671	Pts: 50099
Particle (47):: Fit: 2754.13	PB: 2754.13	LB: 5369.97	GB: 5522.42	Conf: 2	Pts: 50099
Particle (48):: Fit: 2754.9	PB: 2754.9	LB: 4489.75	GB: 5522.42	Conf: 2	Pts: 50099
Particle (49):: Fit: 3137.66	PB: 3137.66	LB: 3137.66	GB: 5522.42	Conf: 1.18709	Pts: 75099
Global: 5522.42 - Correct: 49.2% of 500 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.2466
  -- 1 : 2 = 0.6301
  -- 1 : 3 = 0.1412
  -- 1 : 4 = 0.1722
  -- 1 : 5 = 0.0388
  -- 1 : 6 = 0.5619
  -- 1 : 7 = 0.6142
  -- 1 : 8 = 0.5544
  -- 1 : 9 = 0.3485
  -- 2 : 1 = 0.767
  -- 2 : 2 = 0.8302
  -- 2 : 3 = 0.7115
  -- 2 : 4 = 0.6266
  -- 2 : 5 = 0.2974
  -- 2 : 6 = 0.3967
  -- 2 : 7 = 0.8309
  -- 2 : 8 = 0.9207
  -- 2 : 9 = 0.1141
  -- 3 : 1 = 0.3099
  -- 3 : 2 = 0.1542
  -- 3 : 3 = 0.0242
  -- 3 : 4 = 0.474
  -- 3 : 5 = 0.76
  -- 3 : 6 = 0.1459
  -- 3 : 7 = 0.0592
  -- 3 : 8 = 0.3355
  -- 3 : 9 = 0.7047
  -- 4 : 1 = 0.0711
  -- 4 : 2 = 0.1966
  -- 4 : 3 = 0.9073
  -- 4 : 4 = 0.4209
  -- 4 : 5 = 0.86
  -- 4 : 6 = 0.8747
  -- 4 : 7 = 0.3357
  -- 4 : 8 = 0.1267
  -- 4 : 9 = 0.7563
  -- 5 : 1 = 0.2005
  -- 5 : 2 = 0.4228
  -- 5 : 3 = 0.5604
  -- 5 : 4 = 0.5642
  -- 5 : 5 = 0.6193
  -- 5 : 6 = 0.7908
  -- 5 : 7 = 0.2517
  -- 5 : 8 = 0.4997
  -- 5 : 9 = 0.0463
  -- 6 : 1 = 0.5184
  -- 6 : 2 = 0.3904
  -- 6 : 3 = 0.8455
  -- 6 : 4 = 0.5437
  -- 6 : 5 = 0.3437
  -- 6 : 6 = 0.3043
  -- 6 : 7 = 0.0762
  -- 6 : 8 = 0.953
  -- 6 : 9 = 0.1372
  -- 7 : 1 = 0.5583
  -- 7 : 2 = 0.6077
  -- 7 : 3 = 0.3966
  -- 7 : 4 = 0.4458
  -- 7 : 5 = 0.9004
  -- 7 : 6 = 0.9445
  -- 7 : 7 = 0.2441
  -- 7 : 8 = 0.1492
  -- 7 : 9 = 0.0864
  -- 8 : 1 = 0.2098
  -- 8 : 2 = 0.1017
  -- 8 : 3 = 0.3711
  -- 8 : 4 = 0.4048
  -- 8 : 5 = 0.8324
  -- 8 : 6 = 0.9296
  -- 8 : 7 = 0.1126
  -- 8 : 8 = 0.6582
  -- 8 : 9 = 0.4365
  -- 9 : 1 = 0.0756
  -- 9 : 2 = 0.9397
  -- 9 : 3 = 0.0387
  -- 9 : 4 = 0.9241
  -- 9 : 5 = 0.6985
  -- 9 : 6 = 0.6822
  -- 9 : 7 = 0.0374
  -- 9 : 8 = 0.2411
  -- 9 : 9 = 0.1708
  -- 10 : 1 = 0.1818
  -- 10 : 2 = 0.611
  -- 10 : 3 = 0.2649
  -- 10 : 4 = 0.9809
  -- 10 : 5 = 0.1899
  -- 10 : 6 = 0.6205
  -- 10 : 7 = 0.1964
  -- 10 : 8 = 0.2592
  -- 10 : 9 = 0.9871
  Inner Net 2
  -- 1 : 1 = 0.3909
  -- 1 : 2 = -0.2855
  -- 2 : 1 = -0.209593
  -- 2 : 2 = 0.1575
  -- 3 : 1 = 0.0671
  -- 3 : 2 = 0.1723
  -- 4 : 1 = -0.122
  -- 4 : 2 = 0.257272
  -- 5 : 1 = -0.151228
  -- 5 : 2 = -0.1692
  -- 6 : 1 = -0.286421
  -- 6 : 2 = 0.4651
  -- 7 : 1 = 0.3329
  -- 7 : 2 = -0.2863
  -- 8 : 1 = -0.3673
  -- 8 : 2 = 0.3945
  -- 9 : 1 = -0.0548247
  -- 9 : 2 = 0.4822
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (0):: Fit: 2745.88	PB: 2745.88	LB: 3137.66	GB: 5522.42	Conf: 0.0506687	Pts: 110197
Particle (5):: Fit: 5202.54	PB: 5202.54	LB: 5202.54	GB: 5522.42	Conf: 1.90818	Pts: 105198
Particle (7):: Fit: 5436.2	PB: 5436.2	LB: 5436.2	GB: 5522.42	Conf: 1.98978	Pts: 115198
Particle (8):: Fit: 4084.64	PB: 4084.64	LB: 5436.2	GB: 5522.42	Conf: 0.424991	Pts: 55198
Particle (9):: Fit: 2754.9	PB: 2754.9	LB: 5436.2	GB: 5522.42	Conf: 2	Pts: 60198
Particle (11):: Fit: 5520.94	PB: 5520.94	LB: 5522.42	GB: 5522.42	Conf: 1.16135	Pts: 135198
Particle (12):: Fit: 5408.81	PB: 5408.81	LB: 5522.42	GB: 5522.42	Conf: 1.98541	Pts: 55198
Particle (15):: Fit: 2754.52	PB: 2754.52	LB: 5522.42	GB: 5522.42	Conf: 2	Pts: 55198
Particle (18):: Fit: 2754.61	PB: 2754.61	LB: 5522.42	GB: 5522.42	Conf: 1.99777	Pts: 55198
Particle (19):: Fit: 3290.54	PB: 3290.54	LB: 5522.42	GB: 5522.42	Conf: 1.6369	Pts: 75198
Particle (20):: Fit: 4505.14	PB: 4505.14	LB: 5522.42	GB: 5522.42	Conf: 1.79535	Pts: 75198
Particle (21):: Fit: 2756.2	PB: 2756.2	LB: 4505.14	GB: 5522.42	Conf: 2	Pts: 55198
Particle (23):: Fit: 2755.56	PB: 2755.56	LB: 4505.14	GB: 5522.42	Conf: 2	Pts: 55198
Particle (24):: Fit: 2753.64	PB: 2753.64	LB: 4505.14	GB: 5522.42	Conf: 1.98677	Pts: 55198
Particle (25):: Fit: 2755.19	PB: 2755.19	LB: 5110.28	GB: 5522.42	Conf: 2	Pts: 65198
Particle (27):: Fit: 2755.93	PB: 2755.93	LB: 5110.28	GB: 5522.42	Conf: 2	Pts: 55198
Particle (31):: Fit: 2755.67	PB: 2755.67	LB: 5110.28	GB: 5522.42	Conf: 1.99197	Pts: 60198
Particle (33):: Fit: 2756.29	PB: 2756.29	LB: 5110.28	GB: 5522.42	Conf: 2	Pts: 65198
Particle (35):: Fit: 5522.23	PB: 5522.23	LB: 5522.23	GB: 5522.42	Conf: 1.99724	Pts: 125198
Particle (36):: Fit: 2756.29	PB: 2756.29	LB: 5522.23	GB: 5522.42	Conf: 2	Pts: 55198
Particle (37):: Fit: 2755.19	PB: 2755.19	LB: 5522.23	GB: 5522.42	Conf: 2	Pts: 55198
Particle (38):: Fit: 5517.41	PB: 5517.41	LB: 5522.23	GB: 5522.42	Conf: 0.766708	Pts: 70198
Particle (45):: Fit: 2755.94	PB: 2755.94	LB: 5369.97	GB: 5522.42	Conf: 1.98967	Pts: 50198
Particle (46):: Fit: 4087.08	PB: 4087.08	LB: 5369.97	GB: 5522.42	Conf: 1.59636	Pts: 55198
Particle (47):: Fit: 2756.2	PB: 2756.2	LB: 5369.97	GB: 5522.42	Conf: 2	Pts: 50198
Particle (48):: Fit: 2756.38	PB: 2756.38	LB: 4489.75	GB: 5522.42	Conf: 1.99733	Pts: 50198
Particle (49):: Fit: 5523.73	PB: 5523.73	LB: 5523.73	GB: 5523.73	Conf: 1.18748	Pts: 135198
Global: 5523.73 - Correct: 54.2% of 500 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.2537
  -- 1 : 2 = 0.3685
  -- 1 : 3 = 0.6232
  -- 1 : 4 = 0.5995
  -- 1 : 5 = 0.6894
  -- 1 : 6 = 0.8349
  -- 1 : 7 = 0.9916
  -- 1 : 8 = 0.6332
  -- 1 : 9 = 0.8294
  -- 2 : 1 = 0.0414
  -- 2 : 2 = 0.2146
  -- 2 : 3 = 0.2721
  -- 2 : 4 = 0.4386
  -- 2 : 5 = 0.3665
  -- 2 : 6 = 0.4973
  -- 2 : 7 = 0.2397
  -- 2 : 8 = 0.5664
  -- 2 : 9 = 0.0721
  -- 3 : 1 = 0.7857
  -- 3 : 2 = 0.2332
  -- 3 : 3 = 0.8794
  -- 3 : 4 = 0.6909
  -- 3 : 5 = 0.0925
  -- 3 : 6 = 0.2681
  -- 3 : 7 = 0.0382
  -- 3 : 8 = 0.6061
  -- 3 : 9 = 0.4727
  -- 4 : 1 = 0.186
  -- 4 : 2 = 0.0127
  -- 4 : 3 = 0.8761
  -- 4 : 4 = 0.7006
  -- 4 : 5 = 0.1795
  -- 4 : 6 = 0.9961
  -- 4 : 7 = 0.7719
  -- 4 : 8 = 0.0652
  -- 4 : 9 = 0.7302
  -- 5 : 1 = 0.0282
  -- 5 : 2 = 0.1091
  -- 5 : 3 = 0.6602
  -- 5 : 4 = 0.3855
  -- 5 : 5 = 0.4943
  -- 5 : 6 = 0.8148
  -- 5 : 7 = 0.1113
  -- 5 : 8 = 0.429
  -- 5 : 9 = 0.5501
  -- 6 : 1 = 0.4076
  -- 6 : 2 = 0.1422
  -- 6 : 3 = 0.1481
  -- 6 : 4 = 0.2546
  -- 6 : 5 = 0.2175
  -- 6 : 6 = 0.3262
  -- 6 : 7 = 0.6475
  -- 6 : 8 = 0.2906
  -- 6 : 9 = 0.4872
  -- 7 : 1 = 0.4859
  -- 7 : 2 = 0.9102
  -- 7 : 3 = 0.887
  -- 7 : 4 = 0.9305
  -- 7 : 5 = 0.5165
  -- 7 : 6 = 0.4394
  -- 7 : 7 = 0.6682
  -- 7 : 8 = 0.3554
  -- 7 : 9 = 0.498
  -- 8 : 1 = 0.4608
  -- 8 : 2 = 0.5206
  -- 8 : 3 = 0.4804
  -- 8 : 4 = 0.0844
  -- 8 : 5 = 0.0347
  -- 8 : 6 = 0.1735
  -- 8 : 7 = 0.935
  -- 8 : 8 = 0.9922
  -- 8 : 9 = 0.3622
  -- 9 : 1 = 0.1199
  -- 9 : 2 = 0.2967
  -- 9 : 3 = 0.6647
  -- 9 : 4 = 0.7151
  -- 9 : 5 = 0.0835
  -- 9 : 6 = 0.6469
  -- 9 : 7 = 0.6307
  -- 9 : 8 = 0.7642
  -- 9 : 9 = 0.6579
  -- 10 : 1 = 0.9166
  -- 10 : 2 = 0.2779
  -- 10 : 3 = 0.844
  -- 10 : 4 = 0.9231
  -- 10 : 5 = 0.5765
  -- 10 : 6 = 0.4518
  -- 10 : 7 = 0.2665
  -- 10 : 8 = 0.0823
  -- 10 : 9 = 0.2999
  Inner Net 2
  -- 1 : 1 = -0.338604
  -- 1 : 2 = -0.3312
  -- 2 : 1 = -0.278
  -- 2 : 2 = -0.2946
  -- 3 : 1 = -0.355077
  -- 3 : 2 = -0.1705
  -- 4 : 1 = -0.181995
  -- 4 : 2 = 0.00595062
  -- 5 : 1 = -0.273082
  -- 5 : 2 = -0.262996
  -- 6 : 1 = -0.606815
  -- 6 : 2 = -0.305795
  -- 7 : 1 = -0.272381
  -- 7 : 2 = -0.0185128
  -- 8 : 1 = -0.687955
  -- 8 : 2 = -0.0634199
  -- 9 : 1 = -0.0589008
  -- 9 : 2 = 0.1456
Out\Act	False		True
False	0.5307	0.31128	0.84198
True	0.0875773	0.0704426	0.15802
	0.618277	0.381723
	Accuracy [ (tp + tn) / testSize ]: 0.601142
	Precision [ tp / (tp + fp) ]:      0.184309
	Sensitivity [ tp / (tp + fn) ]:    0.444444
	Specificity [ tn / (tn + fp) ]:    0.629944
	F-Score [ 2tp / (2tp + fp + fn) ]: 0.260793
Particle (3):: Fit: 2757.6	PB: 2757.6	LB: 5523.73	GB: 5523.73	Conf: 2	Pts: 60197
Particle (7):: Fit: 5465.42	PB: 5465.42	LB: 5520.94	GB: 5523.73	Conf: 1.98832	Pts: 125297
Particle (9):: Fit: 2755.56	PB: 2755.56	LB: 5520.94	GB: 5523.73	Conf: 2	Pts: 60297
Particle (12):: Fit: 5469.43	PB: 5469.43	LB: 5522.42	GB: 5523.73	Conf: 1.99321	Pts: 55297
Particle (13):: Fit: 2755.28	PB: 2755.28	LB: 5522.42	GB: 5523.73	Conf: 2	Pts: 60197
Particle (17):: Fit: 2756.02	PB: 2756.02	LB: 5522.42	GB: 5523.73	Conf: 1.9924	Pts: 55197
Particle (18):: Fit: 5412.35	PB: 5412.35	LB: 5522.42	GB: 5523.73	Conf: 1.98744	Pts: 65297
Particle (19):: Fit: 3331.7	PB: 3331.7	LB: 5522.42	GB: 5523.73	Conf: 1.68915	Pts: 75297
Particle (22):: Fit: 2755.56	PB: 2755.56	LB: 5412.35	GB: 5523.73	Conf: 2	Pts: 65197
Particle (25):: Fit: 2755.93	PB: 2755.93	LB: 5110.28	GB: 5523.73	Conf: 2	Pts: 65297
Particle (28):: Fit: 261.254	PB: 261.254	LB: 5110.28	GB: 5523.73	Conf: 0.320021	Pts: 55197
Particle (30):: Fit: 5168.2	PB: 5168.2	LB: 5522.23	GB: 5523.73	Conf: 1.93914	Pts: 125197
Particle (32):: Fit: 2755.93	PB: 2755.93	LB: 5522.23	GB: 5523.73	Conf: 1.99296	Pts: 55197
Particle (34):: Fit: 2736.44	PB: 2736.44	LB: 5522.23	GB: 5523.73	Conf: 0.687223	Pts: 55197
Particle (40):: Fit: 2756.02	PB: 2756.02	LB: 5517.41	GB: 5523.73	Conf: 2	Pts: 100197
Particle (42):: Fit: 4826.12	PB: 4826.12	LB: 5517.41	GB: 5523.73	Conf: 1.81371	Pts: 55197
Particle (44):: Fit: 5457.78	PB: 5457.78	LB: 5523.73	GB: 5523.73	Conf: 1.70237	Pts: 60197
Particle (45):: Fit: 5465.83	PB: 5465.83	LB: 5523.73	GB: 5523.73	Conf: 1.98793	Pts: 55297
Particle (46):: Fit: 4216.64	PB: 4216.64	LB: 5523.73	GB: 5523.73	Conf: 1.65238	Pts: 55297
Particle (0):: Fit: 2757.44	PB: 2757.44	LB: 5523.73	GB: 5523.73	Conf: 0.409608	Pts: 110295
Particle (5):: Fit: 5520.62	PB: 5520.62	LB: 5520.62	GB: 5523.73	Conf: 1.89631	Pts: 115296
Particle (10):: Fit: 5454.17	PB: 5454.17	LB: 5520.94	GB: 5523.73	Conf: 1.98974	Pts: 110196
Particle (13):: Fit: 2756.02	PB: 2756.02	LB: 5522.42	GB: 5523.73	Conf: 2	Pts: 60296
Particle (23):: Fit: 2756.83	PB: 2756.83	LB: 4505.14	GB: 5523.73	Conf: 2	Pts: 55296
Particle (24):: Fit: 2756.3	PB: 2756.3	LB: 4505.14	GB: 5523.73	Conf: 1.99585	Pts: 55296
Particle (26):: Fit: 2756.02	PB: 2756.02	LB: 5168.2	GB: 5523.73	Conf: 2	Pts: 85196
Particle (28):: Fit: 892.478	PB: 892.478	LB: 5168.2	GB: 5523.73	Conf: 0.2108	Pts: 55296
Particle (30):: Fit: 5173.11	PB: 5173.11	LB: 5522.23	GB: 5523.73	Conf: 1.9426	Pts: 150296
Particle (31):: Fit: 2757.36	PB: 2757.36	LB: 5522.23	GB: 5523.73	Conf: 1.99037	Pts: 60296
Particle (34):: Fit: 2743.46	PB: 2743.46	LB: 5522.23	GB: 5523.73	Conf: 1.26801	Pts: 55296
Particle (42):: Fit: 4888.84	PB: 4888.84	LB: 5517.41	GB: 5523.73	Conf: 1.75767	Pts: 55296
Particle (46):: Fit: 4625.63	PB: 4625.63	LB: 5523.73	GB: 5523.73	Conf: 1.7011	Pts: 55396
Particle (6):: Fit: 2755.79	PB: 2755.79	LB: 5520.94	GB: 5523.73	Conf: 1.28731	Pts: 55195
Particle (7):: Fit: 5497.68	PB: 5497.68	LB: 5520.94	GB: 5523.73	Conf: 1.99228	Pts: 125395
Particle (8):: Fit: 5496.62	PB: 5496.62	LB: 5520.94	GB: 5523.73	Conf: 0.633277	Pts: 55293
Particle (15):: Fit: 2756.2	PB: 2756.2	LB: 5522.42	GB: 5523.73	Conf: 2	Pts: 55295
Particle (19):: Fit: 3366.35	PB: 3366.35	LB: 5522.42	GB: 5523.73	Conf: 1.5327	Pts: 75395
Particle (24):: Fit: 2757.18	PB: 2757.18	LB: 4505.14	GB: 5523.73	Conf: 1.99333	Pts: 55395
Particle (26):: Fit: 2756.74	PB: 2756.74	LB: 5173.11	GB: 5523.73	Conf: 2	Pts: 85295
Particle (27):: Fit: 2756.83	PB: 2756.83	LB: 5173.11	GB: 5523.73	Conf: 2	Pts: 55295
Particle (28):: Fit: 985.97	PB: 985.97	LB: 5173.11	GB: 5523.73	Conf: 0.862094	Pts: 55395
Particle (34):: Fit: 2744.87	PB: 2744.87	LB: 5522.23	GB: 5523.73	Conf: 0.909109	Pts: 55395
Particle (37):: Fit: 2755.75	PB: 2755.75	LB: 5522.23	GB: 5523.73	Conf: 2	Pts: 55295
Particle (2):: Fit: 2756.86	PB: 2756.86	LB: 5523.73	GB: 5523.73	Conf: 0.207268	Pts: 55193
Particle (6):: Fit: 2756.38	PB: 2756.38	LB: 5520.94	GB: 5523.73	Conf: 1.13369	Pts: 55294
Particle (8):: Fit: 5522.87	PB: 5522.87	LB: 5522.87	GB: 5523.73	Conf: 0.258003	Pts: 100392
Particle (22):: Fit: 2756.38	PB: 2756.38	LB: 5412.35	GB: 5523.73	Conf: 2	Pts: 65294
Particle (28):: Fit: 1038.6	PB: 1038.6	LB: 5173.11	GB: 5523.73	Conf: 0.679567	Pts: 55493
Particle (31):: Fit: 5482.91	PB: 5482.91	LB: 5522.23	GB: 5523.73	Conf: 1.97869	Pts: 80394
Particle (32):: Fit: 5519.32	PB: 5519.32	LB: 5522.23	GB: 5523.73	Conf: 1.99606	Pts: 70294
Particle (48):: Fit: 2756.83	PB: 2756.83	LB: 5523.73	GB: 5523.73	Conf: 2	Pts: 50294
Particle (1):: Fit: 2756.91	PB: 2756.91	LB: 5523.73	GB: 5523.73	Conf: 2	Pts: 110193
Particle (14):: Fit: 5515.41	PB: 5515.41	LB: 5522.42	GB: 5523.73	Conf: 1.01025	Pts: 65193
Particle (15):: Fit: 2757.01	PB: 2757.01	LB: 5522.42	GB: 5523.73	Conf: 1.99477	Pts: 55393
Particle (18):: Fit: 5470.56	PB: 5470.56	LB: 5522.42	GB: 5523.73	Conf: 1.99062	Pts: 75393
Particle (28):: Fit: 4875.22	PB: 4875.22	LB: 5519.32	GB: 5523.73	Conf: 0.852505	Pts: 65592
Particle (34):: Fit: 2753.85	PB: 2753.85	LB: 5522.23	GB: 5523.73	Conf: 1.20662	Pts: 55493
Particle (41):: Fit: 5167.5	PB: 5167.5	LB: 5517.41	GB: 5523.73	Conf: 1.90653	Pts: 100193
Particle (43):: Fit: 5402.79	PB: 5402.79	LB: 5465.83	GB: 5523.73	Conf: 1.98144	Pts: 100193
Particle (4):: Fit: 2755.38	PB: 2755.38	LB: 5522.87	GB: 5523.73	Conf: 1.98875	Pts: 55192
Particle (47):: Fit: 2756.38	PB: 2756.38	LB: 5523.73	GB: 5523.73	Conf: 2	Pts: 50292
Particle (13):: Fit: 2756.38	PB: 2756.38	LB: 5522.42	GB: 5523.73	Conf: 2	Pts: 60391
Particle (25):: Fit: 2757.35	PB: 2757.35	LB: 5173.11	GB: 5523.73	Conf: 2	Pts: 65391
Particle (43):: Fit: 5403.98	PB: 5403.98	LB: 5465.83	GB: 5523.73	Conf: 1.98799	Pts: 100291
Particle (9):: Fit: 2755.84	PB: 2755.84	LB: 5522.87	GB: 5523.73	Conf: 2	Pts: 60390
Particle (13):: Fit: 2757.43	PB: 2757.43	LB: 5522.42	GB: 5523.73	Conf: 2	Pts: 60490
Particle (19):: Fit: 3442.06	PB: 3442.06	LB: 5522.42	GB: 5523.73	Conf: 1.67884	Pts: 75490
Particle (21):: Fit: 2757.86	PB: 2757.86	LB: 5470.56	GB: 5523.73	Conf: 2	Pts: 55290
Particle (41):: Fit: 5243.85	PB: 5243.85	LB: 5517.41	GB: 5523.73	Conf: 1.93689	Pts: 100290
Particle (0):: Fit: 5520.4	PB: 5520.4	LB: 5523.73	GB: 5523.73	Conf: 0.205225	Pts: 110386
Particle (5):: Fit: 5521.03	PB: 5521.03	LB: 5522.87	GB: 5523.73	Conf: 1.87704	Pts: 115389
Particle (17):: Fit: 2756.11	PB: 2756.11	LB: 5522.42	GB: 5523.73	Conf: 2	Pts: 55289
Particle (29):: Fit: 2757	PB: 2757	LB: 5519.32	GB: 5523.73	Conf: 2	Pts: 100189
Particle (34):: Fit: 2756.15	PB: 2756.15	LB: 5522.23	GB: 5523.73	Conf: 1.32342	Pts: 55589
Particle (37):: Fit: 2756.56	PB: 2756.56	LB: 5522.23	GB: 5523.73	Conf: 2	Pts: 55389
Particle (43):: Fit: 5468.31	PB: 5468.31	LB: 5468.31	GB: 5523.73	Conf: 1.99397	Pts: 105389
Particle (48):: Fit: 2757.26	PB: 2757.26	LB: 5523.73	GB: 5523.73	Conf: 2	Pts: 50389
